bottleneck_b0,bottleneck_b1,coverage_mean,coverage_p95,coverage_radius,coverage_ratio,coverage_weighted_mean,coverage_weighted_p95,coverage_weighted_ratio,dataset,diameter,landmark_intensity_mean,landmark_intensity_median,landmark_intensity_p90,m,method,rips_max_edge,rips_sample_size,rips_time,seed,selection_time,total_points,witness_time
nan,nan,0.010095927362681086,0.017766968747670434,0.03,0.9989445835026991,0.009524649389909746,0.022995904247561465,0.9996273289191,ixi002_guys_0828_m5k,340.1531413041762,83.89860000099999,68.000000001,174.000000001,5000.0,hybrid,nan,nan,nan,17.0,31.00156540000171,140229.0,27.367809499999566
