bottleneck_b0,bottleneck_b1,coverage_mean,coverage_p95,coverage_radius,coverage_ratio,coverage_weighted_mean,coverage_weighted_p95,coverage_weighted_ratio,dataset,diameter,landmark_intensity_mean,landmark_intensity_median,landmark_intensity_p90,m,method,rips_max_edge,rips_sample_size,rips_time,seed,selection_time,total_points,witness_time
nan,nan,0.023422935685756038,0.03934201791460555,0.029,0.7327430340557276,0.022579295408614287,0.04387874306443999,0.7632427894058942,brainweb_t1_fast,320.35293037523473,260.12515505568746,264.342529297875,376.9986938486562,500.0,hybrid,nan,nan,nan,17.0,1.503799699996307,80750.0,2.363979499998095
