bottleneck_b0,bottleneck_b1,coverage_mean,coverage_p95,coverage_radius,coverage_ratio,coverage_weighted_mean,coverage_weighted_p95,coverage_weighted_ratio,dataset,diameter,landmark_intensity_mean,landmark_intensity_median,landmark_intensity_p90,m,method,rips_max_edge,rips_sample_size,rips_time,seed,selection_time,total_points,witness_time
inf,inf,0.004493056313785,0.008716129612105206,2.0633661736296234,1.0,0.004494642699743935,0.009420892409045993,0.9999999999999991,gaussian_blobs,25.79207717037029,1.5175000010000002,2.000000001,3.000000001,400.0,hybrid,0.8384808082866267,300.0,0.007586699997773394,143.0,0.05074949999107048,5000.0,0.09948880001320504
inf,inf,0.013150020223466473,0.02740055414375487,2.0633661736296234,1.0,0.012293321923830135,0.029663852420924095,0.9999999999999991,gaussian_blobs,25.79207717037029,1.5400000010000001,2.000000001,3.000000001,400.0,density,0.8384808082866267,300.0,0.007586699997773394,244.0,0.1764645999937784,5000.0,0.09128580000833608
inf,inf,0.005940438119750056,0.01712312617458513,2.0633661736296234,1.0,0.005883200958456557,0.022371225800064384,0.9999999999999991,gaussian_blobs,25.79207717037029,1.5075000010000001,2.000000001,3.000000001,400.0,random,0.8384808082866267,300.0,0.007586699997773394,345.0,9.370001498609781e-05,5000.0,0.10481109999818727
